case,depot_id,product_id,x0,raw_depot_id,raw_product_id,mapping_method,source_file,source_sha256,source_initial_inventory
210202,90015100,BAC---1041,0,90015100,BAC---1041,exact_identity_match,instances/210202/depot_90015100/per_commodity.csv,0da63f4c4c8fbbffd63ef533988ca9664799462d08fdadb8c3883b16a4430eed,0
210202,90015100,BAC-O-4312,0,90015100,BAC-O-4312,exact_identity_match,instances/210202/depot_90015100/per_commodity.csv,0da63f4c4c8fbbffd63ef533988ca9664799462d08fdadb8c3883b16a4430eed,0
210202,90015100,BAC-O-4325,0,90015100,BAC-O-4325,exact_identity_match,instances/210202/depot_90015100/per_commodity.csv,0da63f4c4c8fbbffd63ef533988ca9664799462d08fdadb8c3883b16a4430eed,0
210202,90015100,BAC-O-6423,0,90015100,BAC-O-6423,exact_identity_match,instances/210202/depot_90015100/per_commodity.csv,0da63f4c4c8fbbffd63ef533988ca9664799462d08fdadb8c3883b16a4430eed,0
210202,90015100,BAC-O-6433,0,90015100,BAC-O-6433,exact_identity_match,instances/210202/depot_90015100/per_commodity.csv,0da63f4c4c8fbbffd63ef533988ca9664799462d08fdadb8c3883b16a4430eed,0
210202,90015100,CON-S-0130,0,90015100,CON-S-0130,exact_identity_match,instances/210202/depot_90015100/per_commodity.csv,0da63f4c4c8fbbffd63ef533988ca9664799462d08fdadb8c3883b16a4430eed,0
210202,90015100,SLI---0770,0,90015100,SLI---0770,exact_identity_match,instances/210202/depot_90015100/per_commodity.csv,0da63f4c4c8fbbffd63ef533988ca9664799462d08fdadb8c3883b16a4430eed,0
210202,90015100,SLI---1200,0,90015100,SLI---1200,exact_identity_match,instances/210202/depot_90015100/per_commodity.csv,0da63f4c4c8fbbffd63ef533988ca9664799462d08fdadb8c3883b16a4430eed,0
210202,90016100,BAC---1041,0,90016100,BAC---1041,exact_identity_match,instances/210202/depot_90016100/per_commodity.csv,0da63f4c4c8fbbffd63ef533988ca9664799462d08fdadb8c3883b16a4430eed,0
210202,90016100,BAC-O-4312,0,90016100,BAC-O-4312,exact_identity_match,instances/210202/depot_90016100/per_commodity.csv,0da63f4c4c8fbbffd63ef533988ca9664799462d08fdadb8c3883b16a4430eed,0
210202,90016100,BAC-O-4325,0,90016100,BAC-O-4325,exact_identity_match,instances/210202/depot_90016100/per_commodity.csv,0da63f4c4c8fbbffd63ef533988ca9664799462d08fdadb8c3883b16a4430eed,0
210202,90016100,BAC-O-6423,0,90016100,BAC-O-6423,exact_identity_match,instances/210202/depot_90016100/per_commodity.csv,0da63f4c4c8fbbffd63ef533988ca9664799462d08fdadb8c3883b16a4430eed,0
210202,90016100,BAC-O-6433,0,90016100,BAC-O-6433,exact_identity_match,instances/210202/depot_90016100/per_commodity.csv,0da63f4c4c8fbbffd63ef533988ca9664799462d08fdadb8c3883b16a4430eed,0
210202,90016100,CON-S-0130,0,90016100,CON-S-0130,exact_identity_match,instances/210202/depot_90016100/per_commodity.csv,0da63f4c4c8fbbffd63ef533988ca9664799462d08fdadb8c3883b16a4430eed,0
210202,90016100,SLI---0770,0,90016100,SLI---0770,exact_identity_match,instances/210202/depot_90016100/per_commodity.csv,0da63f4c4c8fbbffd63ef533988ca9664799462d08fdadb8c3883b16a4430eed,0
210202,90016100,SLI---1200,0,90016100,SLI---1200,exact_identity_match,instances/210202/depot_90016100/per_commodity.csv,0da63f4c4c8fbbffd63ef533988ca9664799462d08fdadb8c3883b16a4430eed,0
210202,90016200,BAC---1041,0,90016200,BAC---1041,exact_identity_match,instances/210202/depot_90016200/per_commodity.csv,0da63f4c4c8fbbffd63ef533988ca9664799462d08fdadb8c3883b16a4430eed,0
210202,90016200,BAC-O-4312,0,90016200,BAC-O-4312,exact_identity_match,instances/210202/depot_90016200/per_commodity.csv,0da63f4c4c8fbbffd63ef533988ca9664799462d08fdadb8c3883b16a4430eed,0
210202,90016200,BAC-O-4325,0,90016200,BAC-O-4325,exact_identity_match,instances/210202/depot_90016200/per_commodity.csv,0da63f4c4c8fbbffd63ef533988ca9664799462d08fdadb8c3883b16a4430eed,0
210202,90016200,BAC-O-6423,0,90016200,BAC-O-6423,exact_identity_match,instances/210202/depot_90016200/per_commodity.csv,0da63f4c4c8fbbffd63ef533988ca9664799462d08fdadb8c3883b16a4430eed,0
210202,90016200,BAC-O-6433,0,90016200,BAC-O-6433,exact_identity_match,instances/210202/depot_90016200/per_commodity.csv,0da63f4c4c8fbbffd63ef533988ca9664799462d08fdadb8c3883b16a4430eed,0
